date,ticker_symbol,close_price,dividend,trading_volume,daily_return,dividend_return,total_return
2010-09-23,VONG,11.154119491577148,0.0,65200,0.2701976308304932,0.0,0.2701976308304932
2010-09-24,VONG,11.291531562805176,0.0,70400,1.2319401036701372,0.0,1.2319401036701372
2010-09-27,VONG,11.325884819030762,0.0,46800,0.3042391196845795,0.0,0.3042391196845795
2010-09-28,VONG,11.325884819030762,0.0,0,0.0,0.0,0.0
2010-09-29,VONG,11.317298889160156,0.0,86800,-0.07580802743268888,0.0,-0.07580802743268888
2010-09-30,VONG,11.252882957458496,0.0,38800,-0.5691811476620012,0.0,-0.5691811476620012
2010-10-01,VONG,11.252882957458496,0.0,0,0.0,0.0,0.0
2010-10-04,VONG,11.205647468566895,0.0,78400,-0.419763442578891,0.0,-0.419763442578891
2010-10-05,VONG,11.351655006408691,0.0,4000,1.3029817174899039,0.0,1.3029817174899039
2010-10-06,VONG,11.401037216186523,0.0,20000,0.4350221157175094,0.0,0.4350221157175094
2010-10-07,VONG,11.409625053405762,0.0,176000,0.07532505206671036,0.0,0.07532505206671036
2010-10-08,VONG,11.476184844970703,0.0,40800,0.5833652837266001,0.0,0.5833652837266001
2010-10-11,VONG,11.514829635620117,0.0,22400,0.3367390049172192,0.0,0.3367390049172192
2010-10-12,VONG,11.557772636413574,0.0,29200,0.3729364841023486,0.0,0.3729364841023486
2010-10-13,VONG,11.667274475097656,0.0,17200,0.9474302889389774,0.0,0.9474302889389774
2010-10-14,VONG,11.624334335327148,0.0,136000,-0.36803916683505467,0.0,-0.36803916683505467
2010-10-15,VONG,11.70806884765625,0.0,24400,0.7203381278756416,0.0,0.7203381278756416
2010-10-18,VONG,11.72309684753418,0.0,2000,0.12835592336766233,0.0,0.12835592336766233
2010-10-19,VONG,11.50409984588623,0.0,5200,-1.8680814847487404,0.0,-1.8680814847487404
2010-10-20,VONG,11.50409984588623,0.0,0,0.0,0.0,0.0
2010-10-21,VONG,11.671570777893066,0.0,1600,1.4557499869641832,0.0,1.4557499869641832
2010-10-22,VONG,11.770333290100098,0.0,42000,0.8461801250787548,0.0,0.8461801250787548
2010-10-25,VONG,11.817571640014648,0.0,18800,0.40133400431645594,0.0,0.40133400431645594
2010-10-26,VONG,11.83903980255127,0.0,406000,0.18166306234970175,0.0,0.18166306234970175
2010-10-27,VONG,11.808981895446777,0.0,258400,-0.2538880484041828,0.0,-0.2538880484041828
2010-10-28,VONG,11.80253791809082,0.0,4000,-0.054568441318736394,0.0,-0.054568441318736394
2010-10-29,VONG,11.82401180267334,0.0,31600,0.1819429408449924,0.0,0.1819429408449924
2010-11-01,VONG,11.828303337097168,0.0,5600,0.03629507899221007,0.0,0.03629507899221007
2010-11-02,VONG,11.948540687561035,0.0,3200,1.0165223788839217,0.0,1.0165223788839217
2010-11-03,VONG,11.94425106048584,0.0,8000,-0.03590084502671509,0.0,-0.03590084502671509
2010-11-04,VONG,12.189017295837402,0.0,4000,2.0492388690765306,0.0,2.0492388690765306
2010-11-05,VONG,12.201899528503418,0.0,30400,0.10568721295043382,0.0,0.10568721295043382
2010-11-08,VONG,12.2276611328125,0.0,24400,0.21112781865564312,0.0,0.21112781865564312
2010-11-09,VONG,12.158954620361328,0.0,17600,-0.5618941488883755,0.0,-0.5618941488883755
2010-11-10,VONG,12.191156387329102,0.0,49200,0.26483993051382715,0.0,0.26483993051382715
2010-11-11,VONG,12.165396690368652,0.0,11600,-0.21129822423755495,0.0,-0.21129822423755495
2010-11-12,VONG,12.008663177490234,0.0,6800,-1.2883551343829458,0.0,-1.2883551343829458
2010-11-15,VONG,12.012954711914062,0.0,7600,0.035736987209977755,0.0,0.035736987209977755
2010-11-16,VONG,11.742423057556152,0.0,10800,-2.2519992861506855,0.0,-2.2519992861506855
2010-11-17,VONG,11.82401180267334,0.0,157600,0.6948203511087492,0.0,0.6948203511087492
2010-11-18,VONG,12.000070571899414,0.0,28000,1.4889935172956115,0.0,1.4889935172956115
2010-11-19,VONG,12.034424781799316,0.0,4400,0.28628339886891396,0.0,0.28628339886891396
2010-11-22,VONG,12.058040618896484,0.0,39200,0.19623569489490844,0.0,0.19623569489490844
2010-11-23,VONG,11.903450965881348,0.0,6400,-1.2820462121588383,0.0,-1.2820462121588383
2010-11-24,VONG,12.12031078338623,0.0,6000,1.821823084133034,0.0,1.821823084133034
2010-11-26,VONG,12.083810806274414,0.0,19200,-0.30114720459023525,0.0,-0.30114720459023525
2010-11-29,VONG,12.027984619140625,0.0,43600,-0.4619915689577203,0.0,-0.4619915689577203
2010-11-30,VONG,11.987186431884766,0.0,22000,-0.339193876178856,0.0,-0.339193876178856
2010-12-01,VONG,12.214778900146484,0.0,17200,1.8986312555909324,0.0,1.8986312555909324
2010-12-02,VONG,12.345751762390137,0.0,11200,1.0722491443711846,0.0,1.0722491443711846
2010-12-03,VONG,12.3607816696167,0.0,16400,0.12174153114230535,0.0,0.12174153114230535
2010-12-06,VONG,12.380104064941406,0.0,3600,0.15632017328000014,0.0,0.15632017328000014
2010-12-07,VONG,12.38225269317627,0.0,17200,0.01735549413472981,0.0,0.01735549413472981
2010-12-08,VONG,12.39084243774414,0.0,6000,0.06937142037655164,0.0,0.06937142037655164
