ticker,annualized_return,annualized_risk
BOND,5.857759135270093,4.787793411415469
SPY,13.533748178831294,18.838762611335284
VGK,12.456259171075699,24.244645308210195
SCHE,6.925977610374871,21.13777937835939
VONG,17.04221279054153,18.987356697089567
