date,BOND_value,SPY_value,VGK_value,SCHE_value,VONG_value,growth_portfolio_value,growth_portfolio_return
2020-04-02,162499.9896318711,303729.9954267869,120843.10268581321,65353.00478069912,206844.20222535054,859270.2947505208,0.017119369604522428
2020-04-03,162149.04995892337,299339.7884419962,118321.37042685096,64108.5059559192,204113.16898253837,848031.8837662281,-0.01307901722304472
2020-04-06,163278.1150666256,319445.26989396225,124167.25115084894,67235.73660593663,218591.7190245751,892718.0917419485,0.05269401874050139
2020-04-07,163995.274395359,319770.9706402304,124912.29056119807,67650.58276803288,218481.9273368437,894811.045701664,0.0023444735567434982
2020-04-08,164529.31748681082,330505.1815733794,126803.6265668798,68416.4332834755,225247.756656776,915502.3155673214,0.023123619187593203
2020-04-09,165917.80901454142,335534.6034403241,129984.43120649806,68384.51237910056,227031.83390140443,926853.1899418685,0.012398520660773293
2020-04-13,165856.765995855,332471.1069310376,128207.73835788494,68575.97831308696,226345.60893807837,921457.1985359429,-0.0058218404645767885
2020-04-14,165200.71377969574,342276.67098545306,130385.61476856144,69980.0552187357,235540.50667855472,943383.5614310007,0.02379531347727859
2020-04-15,166497.64077939675,335003.86491491686,125055.58530466883,68416.4332834755,232342.91797589476,927316.4422583526,-0.01703137496722562
2020-04-16,166528.13665118485,336620.10441415326,125428.10500984338,68735.54317345282,234964.1164669678,932276.0057156021,0.005348296688421739
2020-04-17,166375.56756080154,345714.0325196205,129669.20240364109,69948.1475348637,238916.57416129034,950623.5241802171,0.0196803504028098
2020-04-20,166543.42945280034,339623.2500344446,127806.55479582156,69182.29040916961,236171.82503201318,939327.3497242492,-0.011882910709272942
2020-04-21,166329.81734373062,329311.1654319422,125198.84323667953,67331.47287805556,227388.61920552468,915559.9180959326,-0.025302607909046704
2020-04-22,166299.24455927726,336620.10441415326,127204.78558796982,69118.47504142561,233825.0734622628,933067.6830650887,0.01912246770868542
2020-04-23,166894.29221308278,336595.92524769413,126431.0700502452,68767.45085732482,233975.99127738524,932664.7296457321,-0.000431858724367018
2020-04-24,167153.76990822132,341287.69262315496,128207.73835788494,68639.80029108241,237708.90866025272,942997.9098405963,0.011079201203190392
2020-04-27,166345.04605145834,346208.4828899085,129898.47644729163,70011.97612311064,240165.38732172287,952629.368833492,0.010213658898272415
2020-04-28,166772.2830883753,344616.4613679923,130528.8972415455,70139.60024834714,237159.907157588,949217.1491038483,-0.0035818964240228457
2020-04-29,167230.01599708034,353638.04602838756,134483.45423034843,72181.88371344758,243857.13551319155,971390.5354824555,0.023359656322624378
2020-04-30,167153.76990822132,350345.44900608616,132019.01287370382,70713.99144005484,244049.24405171664,964281.4672797828,-0.007318444995083162
2020-05-01,167712.95985196574,341070.5070444947,129268.01884157771,68320.6904011051,237448.13456138727,943820.3107005304,-0.02121907064850348
2020-05-04,167551.39556900103,342011.2823173189,129210.7279392601,69150.36289454318,239287.1184158833,947210.8871360065,0.003592396134132203
2020-05-05,167367.85631206032,345171.34024899756,128752.22893390576,69469.47939477197,242237.69197015054,952998.5968598862,0.0061102652033271365
2020-05-06,166679.603326699,342831.4722447361,127921.19795289017,69214.19148279012,242814.10371374135,949460.5687208567,-0.003712521876409136
2020-05-07,166863.09130852952,346968.3219283306,130156.37753637094,69692.86623313332,245929.37556560762,959610.0325719721,0.010689716019264717
2020-05-08,166740.77453316087,352709.3021225013,132362.88099247622,71256.46833763907,249346.63377174587,972416.0597575234,0.013345032618331532
2020-05-11,166129.01119343197,352781.64556757326,131646.50543901592,70841.64861654873,251364.0533423098,972762.8641588796,0.0003566419927729658
2020-05-12,166450.19848368943,345750.20424215647,129984.43120649806,70682.08375618285,246203.86555093806,959070.7832394649,-0.014075456027254796
