date,BOND_value,SPY_value,VGK_value,SCHE_value,VONG_value,balanced_portfolio_value,balanced_portfolio_return
2020-03-26,313398.04604127875,367536.25742985425,67322.91847145076,42760.2708021722,107920.66115453349,898938.1538992896,0.03907008593575134
2020-03-27,315199.9853715127,356588.9360584595,65091.56155358759,40386.91784961249,104046.51845889348,881313.9192920658,-0.019605614169090235
2020-03-30,315584.112105488,368169.42105191667,66176.67832035689,41005.182932925614,107834.2886216189,898769.6830323061,0.019806522237004964
2020-03-31,313634.38961317076,362681.67849212047,66146.11008393504,41264.457652828605,106139.38617101668,889866.0220130717,-0.00990649905901908
2020-04-01,315258.44071635854,346359.2469140514,63242.27814182949,39629.031860916344,101768.38938547572,866257.3870186314,-0.026530550004631448
2020-04-02,315441.1563442204,354351.6613312514,64449.654765767045,40845.627987936954,103422.10111267527,878510.201541851,0.014144542611509214
2020-04-03,314759.92050849827,349229.7531823289,63104.73089432052,40067.81622244951,102056.58449126918,869218.8052988664,-0.01057631001515702
2020-04-06,316951.6351293321,372686.14820962265,66222.53394711945,42022.3353787104,109295.85951228756,907178.5121770721,0.043671060320829014
2020-04-07,318343.7679439322,373066.1324136022,66619.88829930565,42281.61423002056,109240.96366842186,909552.3665552825,0.0026167444955387253
2020-04-08,319380.4398273386,385589.37850227597,67628.60083566923,42760.2708021722,112623.878328388,927982.568295844,0.0202629363830491
2020-04-09,322075.7469105804,391457.0373470448,69325.02997679896,42740.320236937856,113515.91695070222,939114.0514220642,0.011995358001888112
2020-04-13,321957.25163901265,387882.9580862106,68377.46045753863,42859.98644567935,113172.80446903918,934250.4610974804,-0.0051789133782196295
2020-04-14,320683.73851352703,399322.7828163619,69538.99454323278,43737.53451170982,117770.25333927736,951053.303724109,0.01798537258080657
2020-04-15,323201.30268941727,390837.8424007364,66696.31216249004,42760.2708021722,116171.45898794738,939667.1870427635,-0.0119721120117664
2020-04-16,323260.50055818236,392723.4551498455,66894.98933858314,42959.714483408025,117482.0582334839,943320.7177635028,0.0038881114197861777
2020-04-17,322964.3370297912,403333.0379395573,69156.90794860858,43717.59220928982,119458.28708064517,958630.1622078922,0.016229310091573135
2020-04-20,323290.1865848477,396227.1250401854,68163.49589110483,43238.93150573101,118085.91251600659,949005.6515378755,-0.010039857965505439
2020-04-21,322875.52778488887,384196.3596705993,66772.71639289575,42082.170548784736,113694.30960276234,929621.083999931,-0.02042618766972737
2020-04-22,322816.1806150676,392723.4551498455,67842.5523135839,43199.046900891015,116912.5367311314,943493.7717105194,0.014922948660864854
2020-04-23,323971.27311951364,392695.2461223099,67429.90402679743,42979.656785828025,116987.99563869262,944064.0756931417,0.0006044597216452452
2020-04-24,324474.96511595906,398168.97472701414,68377.46045753863,42899.875181926516,118854.45433012636,952775.7298125647,0.00922782080551765
2020-04-27,322905.0893940074,403909.8967048932,69279.18743855554,43757.485076944155,120082.69366086143,959934.3522752618,0.0075134391428142155
2020-04-28,323734.4318774344,402052.5382626577,69615.4118621576,43837.25015521697,118579.953578794,957819.5857362607,-0.0022030324615308627
2020-04-29,324622.97222962655,412577.7203664522,71724.5089228525,45113.677320904746,121928.56775659577,975967.4465964318,0.018947055510690092
2020-04-30,324474.96511595906,408736.35717376723,70410.1401993087,44196.244650034285,122024.62202585832,969842.3291649276,-0.0062759444004661935
2020-05-01,325560.45147734525,397915.5915519105,68942.94338217478,42700.43150069069,118724.06728069363,953843.4851928148,-0.01649633501343295
2020-05-04,325246.82669276674,399013.1627035387,68912.38823427206,43218.976809089494,119643.55920794165,956034.9136476087,0.0022974717433341674
2020-05-05,324890.54460576415,402699.8969571638,68667.8554314164,43418.4246217325,121118.84598507527,960795.5676011522,0.004979581692660107
2020-05-06,323554.52410476864,399970.05095219216,68224.63890820809,43258.86967674383,121407.05185687068,956415.1354987834,-0.0045591718468326325
2020-05-07,323910.70665773377,404796.37558305234,69416.7346860645,43558.04139570833,122964.68778280381,964646.5461053628,0.008606524824898987
2020-05-08,323673.26821142994,411494.18580958486,70593.53652932066,44535.292711024435,124673.31688587293,974969.6001472328,0.010701384961723015
2020-05-11,322485.7276107797,411578.58649550215,70211.46956747517,44276.030385342965,125682.0266711549,974233.8407302549,-0.0007546485724957419
2020-05-12,323109.20882127946,403375.2382825159,69325.02997679896,44176.30234761429,123101.93277546903,963087.7122036776,-0.011440917016619423
2020-05-13,323287.3498647808,396241.20691428427,68453.8908649826,44016.7515340328,121427.647218572,953426.8463966524,-0.010031138062097988
2020-05-14,324563.92366191756,400983.1761385651,67842.5523135839,44236.14164909579,122525.55332988403,960151.3470930464,0.007052980227909789
2020-05-15,324742.1144724376,402826.4979860397,67964.80562649261,43597.92600054832,123547.9574696271,962679.3015551453,0.0026328708174523374
2020-05-18,323940.4922184365,415096.3835392789,71036.76614104811,45273.232265893406,126375.05574770378,981721.9299123607,0.019780864018217992
2020-05-19,324831.22231945227,410832.9716376696,69982.21106644109,44854.4108638161,125778.03787640971,976278.8537637887,-0.005544417398374635
2020-05-20,325395.306593112,417812.19294948963,71617.52336750583,45432.78721088207,127822.88921990358,988080.6993408932,0.012088601050412429
2020-05-21,325543.66207591054,414927.62744678225,70975.6296682044,44954.13063873043,126800.47431415858,983201.5241437862,-0.0049380330982699006
2020-05-22,325810.9109664265,415715.53320624935,70883.9184146793,44096.533137934304,127328.84815711617,983835.7438824056,0.0006450556910717609
2020-05-26,325187.4546394361,420837.3507964959,72794.33175502154,45053.84215083041,127692.53446847666,991565.5138102607,0.007856768750189813
2020-05-27,326256.251133425,427099.03044000524,73680.77134569774,45173.512490979076,128762.98727485487,1000972.5526849618,0.009487057328721571
2020-05-28,325810.9109664265,426311.0794012002,74444.93799068654,44894.29133724892,129037.46649418336,1000498.6861897454,-0.00047340608285939556
2020-05-29,326850.0960842782,428210.63818639435,74521.34876535181,45692.05779937788,130176.5525628961,1005450.6933982982,0.004949538941836806
2020-06-01,327751.7818967945,429941.35032041604,76202.51014891954,46589.54816782834,130862.7236962125,1011347.9142301709,0.005865251146170758
2020-06-02,326879.7821109435,433501.3477071514,77043.09411283318,47826.08246586177,131638.11268756283,1016888.4190843527,0.0054783371540338965
2020-06-03,324737.51102320617,439270.61455058,79182.74632143081,48823.28847781939,132694.83884147412,1024708.9992145105,0.007690696425867394
2020-06-04,325659.9178316359,438116.7159025563,79167.47201960922,48185.072829271914,131535.17894306392,1022664.3575261373,-0.0019953388619994294
2020-06-05,326195.48560357024,449345.35780056263,80588.81975424015,49341.82965481102,134245.60605817285,1039717.0988713569,0.01667481732371212
2020-06-08,327147.60332217475,454776.84078297036,81566.95096566276,49740.72941150419,135563.07401294378,1048795.1984952558,0.0087313170416774
2020-06-09,327950.9176548122,451385.78060608334,80115.04153886955,49401.673087699695,135645.4231617433,1044498.8360492082,-0.00409647417552228
2020-06-10,329944.53465763875,448866.9363159049,79763.51663640766,49680.89011002268,136455.1449332638,1044711.0226532377,0.00020314680754651704
2020-06-11,329974.2455678134,422990.29275679373,75086.83168998796,47147.98221247431,129003.16601201899,1004202.5182390884,-0.038774841593295806
2020-06-12,329111.3601137704,428055.8734093207,76508.17942461888,48205.019263099086,130499.01585284814,1012379.4480636572,0.008142709937540626
2020-06-15,330122.9743032523,432052.0013790793,77241.77783318584,47985.63327944326,131624.38603509593,1019026.7728300566,0.006566040805266793
2020-06-16,329944.53465763875,440368.04986419436,78082.3617970995,48244.90799934625,134478.9268521045,1031118.7811703833,0.011866232235238083
2020-06-17,329825.5168323745,438538.8098908186,78326.89459995515,48643.7953618179,134581.82829859757,1029916.8449835638,-0.0011656621999022176
2020-06-18,330122.9743032523,438707.6565419911,77761.41821957857,48703.63466329941,134856.318283928,1030152.0020120493,0.00022832622811330694
2020-06-19,331015.6204344887,438227.2467510458,77348.76338853253,48823.28847781939,134458.32072440122,1029873.2397762877,-0.00027060301316417235
2020-06-22,331015.6204344887,438998.8026849354,79047.43045701673,49441.57008676121,136022.8684235765,1034526.2920867786,0.004518082547228408
2020-06-23,330599.02072079986,441019.8006544805,78929.18898463686,49960.11126375284,136908.0060386505,1037416.1276623206,0.0027933901705996522
2020-06-24,330480.1024295731,429769.922746981,76713.20453248873,49428.87470218752,133552.5877476259,1019944.6921588562,-0.01684129929889755
2020-06-25,331045.48064571957,434377.2764995708,77913.53298887624,49395.244618139826,135373.4968629216,1028105.031615228,0.008000766628923017
2020-06-26,331789.14920642343,424060.1982329415,76605.48602007092,48754.27332100852,132113.76541904555,1013322.8721994901,-0.014378063486873649
2020-06-29,332265.3449250271,430292.8538208323,77482.65239494541,49034.69671422578,133282.95322916808,1022358.5010841986,0.008916831083755294
2020-06-30,332027.33415800805,435804.6623487428,77451.87474221754,48774.302382979135,135710.78355948965,1029768.9571914371,0.007248392906578083
2020-07-01,333021.6045414667,438857.4405918915,78036.6370555282,49455.340066866,137684.67618423107,1037055.6984399835,0.00707609332914827
2020-07-02,332176.411262578,441274.2252543567,78775.29417673788,50617.10415789776,138434.34519695907,1041277.3800485295,0.004070834011033808
2020-07-06,332504.4754499674,448086.3205298459,80175.68719224597,52820.46623095195,141261.09896297383,1054848.048365985,0.013032712106761712
2020-07-07,332921.97096999316,443464.88490315725,78944.57453887102,51999.216850456454,140325.72718287195,1047656.3744453499,-0.006817734489602989
2020-07-08,332892.16052578104,446856.7601081271,79960.24362315077,53401.34621076424,142031.395635409,1055141.9061032322,0.0071450256405352075
2020-07-09,333577.99981073453,444312.8310647307,78806.07182946576,53441.412597519804,142746.68880395908,1052885.0041064098,-0.0021389558918736284
