date,BOND_value,SPY_value,VGK_value,SCHE_value,VONG_value,balanced_portfolio_value,balanced_portfolio_return
2020-05-07,323910.7329187189,404796.50814295164,69416.75172161106,43558.044462541846,122964.68804878577,964646.7252946091,0.008606786024737634
2020-05-08,323673.14522510447,411494.31981363887,70593.56039792707,44535.30420217061,124673.31730514744,974969.6469439884,0.010701245729338504
2020-05-11,322485.530242581,411578.81107644964,70211.48679805743,44276.033570828695,125682.01641492461,974233.8781028414,-0.0007546582023894022
2020-05-12,323109.11084605573,403375.32525664766,69325.04698984028,44176.31377943504,123101.94381976705,963087.7406917458,-0.011440925697226767
2020-05-13,323287.3016162665,396241.20179150975,68453.90766423785,44016.75880807892,121427.64734665578,953426.8172267489,-0.010031197633206146
2020-05-14,324563.9497751361,400983.26259693014,67842.56896281068,44236.144827989665,122525.55355646831,960151.4797193349,0.007053150143338849
2020-05-15,324742.0161278282,402826.53956250666,67964.83539424388,43597.92907397303,123547.97931994389,962679.2994784957,0.0026327301603490394
2020-05-18,323940.51847268373,415096.6088787195,71036.7704856439,45273.2397475809,126375.05631965266,981722.1939042808,0.01978114044427981
2020-05-19,324831.074187678,410833.0149404598,69982.24132928341,44854.410013475004,125778.08145880773,976278.8219297039,-0.0055447172411664525
2020-05-20,325395.1085667268,417812.23775711126,71617.5343988863,45432.79885034487,127822.9114537531,988080.5910268222,0.012088523106330351
2020-05-21,325543.6382004914,414927.67163244553,70975.64708631905,44954.13806768436,126800.50722228333,983201.6022092236,-0.004937845011739772
2020-05-22,325810.8372635445,415715.6228411454,70883.94235454827,44096.53629375698,127328.87034664195,983835.8090996372,0.0006450425721322706
2020-05-26,325187.4557280996,420837.4415357375,72794.35616372465,45053.85372767015,127692.53515862538,991565.6423138572,0.007856832555519722
2020-05-27,326256.1026792898,427099.03197066934,73680.78288341947,45173.524087595106,128762.97729503817,1000972.4189160118,0.009486791595767263
2020-05-28,325810.8372635445,426311.1260413172,74444.95626020343,44894.30288772189,129037.47807099784,1000498.7005237848,-0.00047325818701371425
2020-05-29,326849.89772879967,428210.68523608655,74521.36705362065,45692.06948168679,130176.55347590272,1005450.5729760964,0.004949404181853634
2020-06-01,327751.68287135725,429941.443022625,76202.54193828418,46589.5599984532,130862.73543678301,1011347.9632675027,0.0058654203895376344
2020-06-02,326879.70816626825,433501.3958976049,77043.11301996303,47826.09036942388,131638.13526370158,1016888.4427169616,0.005478311768739363
2020-06-03,324737.43756314187,439270.5281469362,79182.77229791341,48823.304808991794,132694.86151241884,1024708.9043294023,0.007690579697754885
2020-06-04,325659.84416291065,438116.71980880905,79167.49799234337,48185.08905497516,131535.2015099678,1022664.3525290061,-0.001995251326262437
2020-06-05,326195.3869301885,449345.36412788957,80588.83298726461,49341.841940267775,134245.62886824727,1039717.0548538578,0.016674779249595595
2020-06-08,327147.4795499072,454776.8935607593,81566.96443873021,49740.72936865808,135563.1184732229,1048795.1853912778,0.008731347143955404
2020-06-09,327950.9430018464,451385.787373358,80115.0546556242,49401.6812516381,135645.4353314018,1044498.9016138684,-0.004096399218124325
2020-06-10,329944.4351361708,448867.0783781196,79763.54929967815,49680.898320103464,136455.15717556785,1044711.1183096399,0.0002031756045348665
2020-06-11,329974.12115612073,422990.33868089615,75086.85666129302,47147.98587256821,129003.15605375034,1004202.4584246284,-0.03877498686005676
2020-06-12,329111.2856642817,428055.96570499084,76508.21128899776,48205.0354920986,130499.05985879668,1012379.5580091656,0.008142879472099018
2020-06-15,330122.9245084264,432052.139815726,77241.80333333579,47985.64534078001,131624.40861000316,1019026.9216082714,0.006566078450040758
2020-06-16,329944.4351361708,440368.1900939137,78082.38750353697,48244.92423493763,134478.92815110585,1031118.865119665,0.011866166884295426
2020-06-17,329825.3178038151,438538.94972612464,78326.92036640337,48643.80340051223,134581.86190483964,1029916.853201695,-0.0011657355506055067
2020-06-18,330122.9245084264,438707.7964137032,77761.42421446984,48703.638580474704,134856.31961678772,1030152.1033338618,0.0002284166255124287
2020-06-19,331015.570437734,438227.38651917386,77348.77582641544,48823.304808991794,134458.34355355968,1029873.3811458747,-0.00027056411095516264
2020-06-22,331015.570437734,438998.8973400755,79047.44985603035,49441.56999447713,136022.84832908944,1034526.3359574064,0.004517987256214662
2020-06-23,330599.0454687969,441019.89574538,78929.20835463285,49960.11951997668,136908.02908758662,1037416.2981763731,0.0027935124689622004
2020-06-24,330479.9779034487,429770.0606915752,76713.22335866044,49428.88700202902,133552.5781975163,1019944.7271532296,-0.016841427162707978
2020-06-25,331045.3062246914,434377.4607169316,77913.55865388147,49395.25691242374,135373.50900818376,1028105.091516112,0.008000790773887045
2020-06-26,331789.1985687009,424060.3349464281,76605.49827554628,48754.28137796003,132113.74497384668,1013323.058142482,-0.014377940052637483
2020-06-29,332265.21999505645,430292.94659883104,77482.66486568599,49034.70894892688,133282.96518687357,1022358.5055953739,0.008916650401161075
2020-06-30,332027.1843983749,435804.801594523,77451.88720540497,48774.31457464843,135710.81726701785,1029769.0050399692,0.007248435264183284
2020-07-01,333021.57897443464,438857.5804958994,78036.65620648321,49455.35237108107,137684.72083485327,1037055.8888827517,0.007076231472416206
2020-07-02,332176.311236229,441274.32040011423,78775.32659748892,50617.120785509534,138434.36838283332,1041277.447402175,0.004070714572549594
2020-07-06,332504.3504659021,448086.4624237474,80175.70686814483,52820.474959867504,141261.10087044927,1054848.095588111,0.013032691930275453
2020-07-07,332921.82100798097,443464.9352419082,78944.60045690395,51999.21718083965,140325.7397724318,1047656.3136600645,-0.006817836575831238
2020-07-08,332892.0105705124,446856.8111782204,79960.25670191651,53401.36329848959,142031.42991000158,1055141.8716591406,0.0071450511980639675
2020-07-09,333577.8994673271,444312.8815863124,78806.09771350877,53441.417297642816,142746.69084471674,1052884.9869095078,-0.0021389396158489893
2020-07-10,333488.4930384251,448849.6005499069,79560.16675104674,53120.93159611489,143069.94008181084,1058089.1320173044,0.004942747947306314
2020-07-13,333548.03926285106,444963.0477399568,79098.48875830906,52760.38363261803,140188.19331937222,1050558.1527131072,-0.007117528265165207
2020-07-14,334233.92815966584,450729.2368316876,80421.92815039301,52760.38363261803,141893.85115893328,1060039.3279332977,0.00902489328715883
2020-07-15,334353.2196765476,454870.2142963719,81376.04870762704,52840.49989374019,142533.47015726796,1065973.4527315546,0.0055980232448793465
2020-07-16,334502.29674739426,453372.1470776709,81114.43532310775,52119.40809815432,141515.56611501068,1062623.853361338,-0.0031422915473489077
2020-07-17,334263.7883641419,454686.561262095,81606.87134334294,52319.715276591145,142038.28785384935,1064915.2241000202,0.002156332865514088
2020-07-20,335039.1583403698,458361.11616610707,82268.58122299316,53060.84026886542,145456.51530683375,1074186.2113051694,0.008705845306122173
2020-07-21,335039.1583403698,459336.29747755226,82468.63274268922,53521.54182158069,144060.35851866257,1074425.9889008545,0.00022321790501655947
2020-07-22,335486.46420342097,461950.77229317906,82976.48704224017,53261.14744730224,145057.59183535047,1078732.462821493,0.004008162465470422
2020-07-23,335844.2889870589,456439.05313553015,82191.64688868236,52880.566287116984,141646.26539022542,1069001.8206886137,-0.009020440626611115
2020-07-24,336202.1386542006,453499.38204471185,81591.47924107185,52780.41682930642,140937.88393136385,1065011.3007006545,-0.0037329403100442304
2020-07-27,335754.75814063824,456806.44976277935,82514.79596098016,53561.60408354963,143042.4221783966,1071680.030126344,0.0062616513283024755
2020-07-28,336112.70734179486,453909.34125880036,82099.3139078393,53020.77800689648,141632.48490651252,1066774.6254218435,-0.0045773034549521086
2020-07-29,336947.59865894506,459491.7867575589,83176.51892915272,53822.00258923593,143599.50899849436,1077037.415933387,0.009620392411832102
2020-07-30,336947.59865894506,457852.3121359864,82022.36648500616,53221.08518533331,144039.6985590961,1074083.061024367,-0.002743038324680147
2020-07-31,337275.6876556256,461470.4036934148,80283.43849552017,52860.53309042859,146247.43970993516,1078137.5026449242,0.0037747933727678706
2020-08-03,338202.9606724518,464678.58131610247,81868.49127212338,53221.08518533331,148255.72989103547,1086226.8483370463,0.007503074211106631
2020-08-04,337706.04785263655,466473.40937963844,82145.48367039142,53862.06071979702,148489.56747403913,1088676.5690965026,0.0022552570516984893
2020-08-05,337915.24346849497,469370.69900100824,82668.70389516879,54362.824534481224,149335.5169179661,1093652.9878171196,0.004571071759858825
2020-08-06,337945.1783234822,472508.1502825863,82761.03033175068,54503.036254260725,150862.372981352,1098579.7681734317,0.004504884466274728
2020-08-07,337975.01364445454,472847.3378762175,82345.52210156513,53301.20970927118,149356.1553455268,1095825.238677035,-0.0025073550198148054
2020-08-10,337975.01364445454,474260.7327147168,82484.03793348266,53321.242905959574,148730.28453289633,1096771.3117315099,0.0008633430049640456
2020-08-11,336480.73436196207,470345.8350331057,82807.19355004163,53140.96066139543,146481.2880589417,1089256.0116654465,-0.0068522033587828934
2020-08-12,335793.45198893844,476903.64296070015,84607.69649287318,53822.00258923593,149466.21619318085,1100593.0102249284,0.010408020188153788
2020-08-13,335703.72207448795,476041.43362177,84207.56727643638,53601.67047692642,150209.00579731312,1099763.3992469339,-0.0007537854322960946
2020-08-14,335703.72207448795,476055.6060576005,83345.79933282893,53621.69954220696,149933.90212519103,1098660.7291323154,-0.0010026430370146944
2020-08-17,336062.3431302452,477567.8004327843,84084.46972383463,54202.58374942119,151481.3643181289,1103398.5613544143,0.004312370594915738
2020-08-18,335972.68786630593,478599.62620820396,83992.13674299157,54362.824534481224,152574.92106276954,1105502.1964147522,0.001906505168681516
2020-08-19,336092.228218225,476606.7915571697,83607.41926160938,53761.9071305786,151894.03597531642,1101962.382142899,-0.003201996597865686
2020-08-20,336241.70342513133,478090.73161938787,83438.14540219434,53681.79086945644,153620.33224243816,1105072.7035586082,0.0028225295764277014
2020-08-21,336839.43006823055,479786.76014623936,82791.80144777053,53942.18937514274,154610.72914728412,1107970.9101846672,0.0026226388695749225
2020-08-24,336869.26538920286,484648.4489882869,84022.92094753376,54583.15664679074,155374.16794497997,1115497.9599167942,0.006793544544299035
2020-08-25,336002.5978377894,486344.4322357907,84099.85528184456,55144.02005154014,156357.67460796944,1117948.580014934,0.0021968844284776523
2020-08-26,336092.228218225,491220.4293517119,84853.90468659901,55123.9909862596,159707.10730241827,1126997.6605452138,0.008094362023483237
2020-08-27,335285.30595926737,492294.4554791892,83853.64708811871,54783.467956635424,159473.2481874088,1125690.1246706196,-0.0011601939563580244
2020-08-28,335703.72207448795,495474.33350956347,84515.35696776894,55504.56388362915,160456.7979144099,1131654.7743498595,0.005298660393760812
2020-08-31,336241.70342513133,493679.46016667975,83745.90891648222,54322.76640392015,161130.7819940037,1129120.620906217,-0.0022393343810158672
2020-09-01,337770.4851785557,498329.2416614847,83653.56284711682,55344.32722997697,163634.2760105284,1138731.8929276627,0.008512174734468747
2020-09-02,337798.9130885571,505537.0799046805,84915.46655142223,55264.2027060391,165456.8634075942,1148972.5256582932,0.008993014768649221
2020-09-03,337828.87282704806,488139.30557867436,82730.23958294732,54182.554684140654,157444.34111075362,1120325.313783564,-0.02493289546529065
2020-09-04,336630.9311904766,484153.81739399675,83084.199036832,54222.61281470173,154762.04531805374,1112853.6057540607,-0.00666923074715664
2020-09-08,337080.2028503224,470925.36540433596,81853.09262559112,53160.99385808383,148874.74275981818,1091894.3974981515,-0.018833751490347495
2020-09-09,336301.5482516021,480224.8378352505,83807.47078130543,53882.08978507756,153083.8838499011,1107299.8305031366,0.014108903791688387
2020-09-10,336750.77014444047,471886.41955929826,82653.31179289769,53080.873465553814,150202.13708746247,1094573.5120496526,-0.0114931097277432
2020-09-11,337289.79660224053,472126.5812195065,83391.95600685872,53561.60408354963,149655.28899450734,1096025.2269066626,0.0013262835625278413
2020-09-14,337170.0074152841,478345.15627412207,83668.96803791025,54402.88679645016,152057.79764543928,1105644.8161692058,0.008776795484619404
2020-09-15,336930.5036918825,480761.8961783368,84269.12259699842,54963.74193838386,153848.74375997984,1110774.0081655816,0.004639095595045717
2020-09-16,336990.373401857,478853.91502489505,84192.1948069488,54843.55515247704,151878.7159531887,1106758.7543393665,-0.003614825154980239
2020-09-17,336630.9311904766,474642.25649844884,84361.46866636383,54643.25623685593,149963.79931524632,1100241.7119073914,-0.005888403779435336
2020-09-18,336720.8352894532,471164.5468572252,83684.36014018135,54222.61281470173,148097.09283829338,1093889.4479398548,-0.005773516763443065
2020-09-21,336451.2722935457,463956.1946028743,81593.53173079102,53741.87806529806,148345.07694910857,1084087.9536416177,-0.008960223829470593
2020-09-22,336571.01171349466,468681.2756529066,80888.02351942021,53321.242905959574,150652.59741483149,1090114.1512066126,0.005558771818054087
2020-09-23,336151.77444265096,457812.0587958798,79711.92162331053,52540.04738890066,146691.8926076856,1072907.6948584276,-0.015784086766637895
2020-09-24,335642.7077233419,459032.4277751281,79758.33352352591,52339.74434187169,147008.7360730538,1073781.9494369212,0.000814846032592742
2020-09-25,336331.53287359676,466453.4864666498,79990.4584672146,52259.61981793382,150259.98282104803,1085295.080446443,0.010722038134054257
2020-09-28,336630.9311904766,474201.0092550987,81476.07119534447,52800.44176317911,152877.5211063001,1097985.974510399,0.011693496351918853
2020-09-29,336930.5036918825,471618.54693829676,81398.69185127414,52780.41682930642,152478.00550465728,1095206.164815417,-0.0025317351582941905
2020-09-30,336690.82578395476,475194.25702627667,81135.61255225286,53601.67047692642,153538.79053646812,1100161.1563758787,0.00452425462862216
2020-10-01,337440.9529386589,478245.0436363542,81770.08521691486,54142.48829076386,155619.01914895105,1107217.589231643,0.006413999271715154
2020-10-02,336390.7556124743,473704.34009016195,81739.15049436576,53521.54182158069,152567.54635078256,1097923.3343693654,-0.008394244232271753
2020-10-05,335880.6686695122,482104.5646757266,83209.27950056817,54142.48829076386,155515.71935111863,1110852.7204876894,0.011776219444093128
2020-10-06,335520.6043705386,475250.99204894656,82064.12541552991,54322.76640392015,152877.5211063001,1100036.0093452353,-0.009737304453560025
2020-10-07,335820.5750080042,483523.4835946455,82760.49370233477,54763.43889135488,155908.344710905,1112776.3359072444,0.01158173591934708
2020-10-08,335340.47268703685,487808.81161980185,83534.24787747113,55204.11551019747,156569.59260906721,1118457.2403035746,0.005105162837326649
2020-10-09,335220.4595485469,492164.9565447632,84338.94986367895,55644.78386622435,159001.14819420935,1126370.298017423,0.007074975625979807
2020-10-12,335730.5464915089,500082.774959917,84911.52036193691,56165.57674618911,162424.6079246035,1139315.0264841556,0.011492427037109731
2020-10-13,336390.7556124743,496819.13013629516,83565.18914428141,55985.302764440676,162314.39635290884,1135074.7740104003,-0.003721755945623184
2020-10-14,336630.8067729579,493697.4360677172,83333.0707448539,55644.78386622435,160943.64733158337,1130249.7447833368,-0.004250847025712656
2020-10-15,336570.86241247226,493087.3421367885,82048.6482378636,55204.11551019747,160110.16491901543,1127021.133216337,-0.0028565470436081597
2020-10-16,336510.793634468,492789.35874956555,82652.17309145417,55484.534818348606,159607.3279875344,1127044.1882813708,2.0456639502342e-05
2020-10-19,336150.7044519906,485297.2567615003,82265.30909240832,55304.26083660018,157223.9825633817,1116241.513705881,-0.009584960987166546
2020-10-20,335400.4916980337,487241.23499636474,82915.26547899778,55905.178240502806,157719.94001900917,1119182.1104329084,0.0026343731987397145
2020-10-21,335280.57809355867,486318.89468368713,82017.68079400866,56005.32769831336,157217.11385353102,1116839.595123099,-0.0020930600015607315
2020-10-22,334860.3703660695,488986.5274535154,82048.6482378636,56005.32769831336,157086.22079026408,1118987.094546026,0.0019228360386798204
2020-10-23,335430.52608703583,490646.7400163351,82806.91869107251,56265.73033540752,157781.9414297144,1122931.8565595653,0.0035252971484354134
2020-10-26,335550.56410902954,481579.59591847647,80841.59853068247,55564.65521087863,155247.08604673986,1108783.499815807,-0.01259947935496819
2020-10-27,336270.7175904806,479919.4739143522,79804.75851226365,55885.140912406554,156080.53616129913,1107960.6270908022,-0.0007421401248679516
2020-10-28,336000.73157500965,463516.169901912,76725.22553364564,54523.06531954127,150053.3078633629,1080818.5001934713,-0.02449737493704862
2020-10-29,335730.5464915089,468227.16907480924,76988.31137692809,55043.86233091387,152112.93034629384,1088102.819620454,0.006739632441227439
2020-10-30,334500.33095059963,463346.0101132501,76740.70271131194,54563.13171291805,148951.23521042778,1078101.4106985074,-0.009191602798562015
2020-11-02,335310.5517668117,468539.41545655817,77839.43180761246,55284.22763991178,149212.9782729501,1086186.6049438443,0.007499474692365338
2020-11-03,334981.4037282124,476811.90700225707,80145.21715535528,55304.26083660018,151975.15780717335,1099217.9465295982,0.011997332250684112
2020-11-04,336966.0622187127,487468.2203663919,81259.4234293221,57066.93839211556,158670.54577713404,1121431.1901836763,0.020208225060561302
2020-11-05,336935.9034121919,496975.1627684742,83240.22076737843,58008.378825642365,162087.07220166014,1137246.737975347,0.014103003314077878
2020-11-06,337326.897906302,496861.8285611776,83518.77069980484,58348.893592450826,162369.50752175762,1138425.898281493,0.001036855298653272
2020-11-09,335432.4670003268,503105.17141898576,85963.8244694997,58729.47888404394,159634.86742295444,1142865.8091958107,0.0039000438421332717
2020-11-10,335823.3370769182,502367.253889496,87217.3122539409,57988.35389176968,157285.97320808403,1140682.2303202087,-0.0019106170278543333
2020-11-11,335733.1343758968,506099.22300639347,87975.58270714979,58228.70680654402,160337.46753825832,1148374.1144342425,0.0067432312957786955
2020-11-12,336725.463621147,501189.49277643475,86784.01017763496,57868.16710586286,159290.4629901604,1141857.59667124,-0.005674559954891523
2020-11-13,337296.8137502924,508128.2811355888,88145.80548443443,58469.08037835764,160530.35124622763,1152570.331994901,0.009381848800490422
2020-11-16,337296.8137502924,514470.9668822539,89074.31834771148,59250.26350119299,161370.71313464912,1161463.0756160999,0.007715575678411746
2020-11-17,337417.1006073234,511704.0365029164,89058.83462578402,59130.093240917595,161239.8308373851,1158549.8958143266,-0.002508198377488613
2020-11-18,337777.9114114089,505545.6377013961,88563.63692733522,58989.877389730245,159662.4283903803,1150539.4918202506,-0.0069141640105586655
2020-11-19,338559.72621510294,507674.1292781437,89182.64550285325,59130.093240917595,160881.64592087813,1155428.2401578955,0.0042490921627649225
2020-11-20,338740.1813841532,504197.80735836836,89136.19433707085,59470.60800772606,159772.65072807786,1151317.4418153963,-0.0035578136310199238
2020-11-23,338860.4931246879,507220.06797939405,89043.37053664005,59570.76159694448,159924.19298490838,1154618.886222575,0.002867536169671059
2020-11-24,338289.14299554256,515393.3071949315,90420.63647684464,60311.886589218746,161336.26192536682,1165751.2351819044,0.009641578786009353
2020-11-25,338289.14299554256,514598.74520146725,90436.10711024978,60011.42995297136,162176.62381378832,1165512.0490740193,-0.0002051776576910136
2020-11-27,338649.87914911687,516031.8818355644,90853.9516416729,60492.16883378289,163526.71287554732,1169554.5943356843,0.003468471445556176
2020-11-30,338890.52751369006,513747.35762663773,89321.92046906646,58989.877389730245,163933.15101705532,1164882.83401618,-0.003994478190355921
2020-12-01,339429.79185778584,519366.38883833896,91581.2677395492,60151.64580415871,165517.41140790787,1176046.5056477406,0.00958351458667428
2020-12-02,338589.23805052676,520459.02477772156,91503.8818512177,60051.496346348154,165228.1181439626,1175831.759169777,-0.00018260032824579664
2020-12-03,339282.21874590457,520317.0740226776,91782.44487216644,60632.37642215453,165097.23584669858,1177111.3499096017,0.0010882430499481455
2020-12-04,338589.23805052676,524800.9067081569,92602.61749177938,61133.1443682466,166123.60196723582,1183249.5085859455,0.005214594759293645
2020-12-07,338950.7953597242,523722.6696013434,92060.9882603317,61093.077974869804,166709.10026898858,1182536.6314652576,-0.0006024740475403245
2020-12-08,339071.25640128134,525255.058565602,92385.96318149584,61293.38515330663,167287.70832888488,1185293.3716305706,0.0023312091075751162
2020-12-09,338408.4593959281,520544.1499514002,92339.55128128044,60632.37642215453,164367.08552997172,1176291.622580735,-0.007594532514302532
2020-12-10,339101.3903242984,520373.8543246952,92246.6947595438,62592.42286578907,165152.33624954446,1179466.698523871,0.0026992251599733397
2020-12-11,339493.18109052785,519763.6698350711,91627.69272828693,60987.173465917374,164601.2999230769,1176473.0170428802,-0.002538165329074027
2020-12-14,340005.40801481064,517436.6283186528,91736.01988342871,60722.098206539325,165393.44088450607,1175293.5953079374,-0.0010025064050405152
2020-12-15,339915.03112926317,524432.106421129,92989.50112360874,61313.41008717932,167198.14595075377,1185848.194711934,0.008980393874461035
2020-12-16,339945.11528527277,525255.058565602,93438.26728905863,61700.82872736443,168024.73812146526,1188364.0079887633,0.0021215306377730947
2020-12-17,340216.32059242646,528192.2845716445,94212.02800845617,62169.80135860521,170057.54249117052,1194847.977022303,0.0054562145857257605
2020-12-18,340065.6260938374,528427.4854265185,94950.81902328374,62088.24323614169,169437.01161597882,1194969.18539576,0.00010144250631705098
2020-12-21,340216.32059242646,524202.31373154436,93662.78408412778,61191.06670637225,169430.12137412236,1188702.6064885932,-0.005244134312209381
2020-12-22,340698.3638266847,523318.82309919456,92841.94112275471,60783.26783123893,170189.74900679136,1187832.144886664,-0.0007322787021560861
2020-12-23,340186.1369024019,523789.00384572597,94079.84047708973,61394.97234105069,169250.55521174124,1188700.5087780096,0.0007310493280414665
2020-12-24,340668.2796706751,525826.7103303323,94314.87761699891,60905.60708063814,169885.88934092145,1191601.3640395661,0.002440358391482933
2020-12-28,340698.3638266847,530344.0497331106,94957.32773602675,61007.557832273436,171412.11021013622,1198419.4093382317,0.005721750162782646
2020-12-29,340909.27640430053,529332.2827087227,95646.7918272976,61741.60985430012,171052.9994173798,1198682.9602120009,0.0002199153916531138
2020-12-30,341719.82070606115,530087.5422283822,95521.42341606997,62557.21999879032,170762.9740652373,1200648.980414541,0.00164015028810649
2020-12-31,341513.19903982856,532780.7578296617,94393.21896746119,62496.04211127501,171135.87610770954,1202319.094055936,0.0013910090864512892
2021-01-04,341301.78879213816,525527.5496800691,95615.46444907832,62761.121502060916,168870.70909739804,1194076.6335207445,-0.006855468382678809
