date,ticker_symbol,close_price,dividend,trading_volume,daily_return,dividend_return,total_return
2010-01-15,SCHE,18.032833099365234,0.0,344000,-1.618624951833758,0.0,-1.618624951833758
2010-01-19,SCHE,18.278865814208984,0.0,231700,1.3643597403028673,0.0,1.3643597403028673
2010-01-20,SCHE,17.873640060424805,0.0,198300,-2.216908630453318,0.0,-2.216908630453318
2010-01-21,SCHE,17.29473304748535,0.0,177100,-3.2388870480907217,0.0,-3.2388870480907217
2010-01-22,SCHE,16.976333618164062,0.0,58400,-1.8410196239923127,0.0,-1.8410196239923127
2010-01-25,SCHE,17.09935188293457,0.0,114200,0.7246456598784201,0.0,0.7246456598784201
2010-01-26,SCHE,16.860551834106445,0.0,82800,-1.3965444448596376,0.0,-1.3965444448596376
2010-01-27,SCHE,16.788190841674805,0.0,46400,-0.4291733339668369,0.0,-0.4291733339668369
2010-01-28,SCHE,16.73753547668457,0.0,38200,-0.3017321250869287,0.0,-0.3017321250869287
2010-01-29,SCHE,16.64346694946289,0.0,50500,-0.5620213761620807,0.0,-0.5620213761620807
2010-02-01,SCHE,17.06317138671875,0.0,64200,2.521736838425981,0.0,2.521736838425981
2010-02-02,SCHE,17.164478302001953,0.0,467500,0.5937168008641969,0.0,0.5937168008641969
2010-02-03,SCHE,17.106590270996094,0.0,26300,-0.33725482352182645,0.0,-0.33725482352182645
2010-02-04,SCHE,16.3250675201416,0.0,83200,-4.5685477846485245,0.0,-4.5685477846485245
2010-02-05,SCHE,16.1948184967041,0.0,65800,-0.797846767107091,0.0,-0.797846767107091
2010-02-08,SCHE,16.0139102935791,0.0,45900,-1.1170745949503402,0.0,-1.1170745949503402
2010-02-09,SCHE,16.448083877563477,0.0,45900,2.711227776506653,0.0,2.711227776506653
2010-02-10,SCHE,16.419143676757812,0.0,68900,-0.17594876717001995,0.0,-0.17594876717001995
2010-02-11,SCHE,16.809898376464844,0.0,197000,2.3798725889716543,0.0,2.3798725889716543
2010-02-12,SCHE,16.636228561401367,0.0,50600,-1.0331401842775478,0.0,-1.0331401842775478
2010-02-16,SCHE,16.976333618164062,0.0,63500,2.0443639344544184,0.0,2.0443639344544184
2010-02-17,SCHE,17.05593490600586,0.0,42800,0.4688956380818565,0.0,0.4688956380818565
2010-02-18,SCHE,17.157241821289062,0.0,47700,0.5939687026334184,0.0,0.5939687026334184
2010-02-19,SCHE,17.005281448364258,0.0,25300,-0.8856923187749777,0.0,-0.8856923187749777
2010-02-22,SCHE,16.976333618164062,0.0,43500,-0.1702284686560085,0.0,-0.1702284686560085
2010-02-23,SCHE,16.679645538330078,0.0,40800,-1.747656982403667,0.0,-1.747656982403667
2010-02-24,SCHE,16.853317260742188,0.0,22500,1.041219503214319,0.0,1.041219503214319
2010-02-25,SCHE,16.759246826171875,0.0,36800,-0.5581716235143697,0.0,-0.5581716235143697
2010-02-26,SCHE,16.92568016052246,0.0,92200,0.9930836157307388,0.0,0.9930836157307388
2010-03-01,SCHE,17.23684310913086,0.0,93900,1.838407352953264,0.0,1.838407352953264
2010-03-02,SCHE,17.410512924194336,0.0,158300,1.0075500134446136,0.0,1.0075500134446136
2010-03-03,SCHE,17.453929901123047,0.0,51500,0.24937218746943213,0.0,0.24937218746943213
2010-03-04,SCHE,17.4394588470459,0.0,99700,-0.08291000456130959,0.0,-0.08291000456130959
2010-03-05,SCHE,17.757854461669922,0.0,1013300,1.825719578895968,0.0,1.825719578895968
2010-03-08,SCHE,17.830217361450195,0.0,169900,0.407497988771488,0.0,0.407497988771488
2010-03-09,SCHE,17.873640060424805,0.0,86300,0.24353432206885017,0.0,0.24353432206885017
2010-03-10,SCHE,17.945999145507812,0.0,55600,0.4048368706004224,0.0,0.4048368706004224
2010-03-11,SCHE,17.953231811523438,0.0,368400,0.04030238693861765,0.0,0.04030238693861765
2010-03-12,SCHE,17.9025821685791,0.0,550400,-0.2821199184417922,0.0,-0.2821199184417922
2010-03-15,SCHE,17.794036865234375,0.0,56600,-0.6063108791939276,0.0,-0.6063108791939276
2010-03-16,SCHE,17.974946975708008,0.0,39700,1.0166895339364546,0.0,1.0166895339364546
2010-03-17,SCHE,18.155851364135742,0.0,136700,1.0064251575941485,0.0,1.0064251575941485
2010-03-18,SCHE,18.061782836914062,0.0,91500,-0.518116861253326,0.0,-0.518116861253326
2010-03-19,SCHE,17.837453842163086,0.0,53100,-1.2420091459216298,0.0,-1.2420091459216298
2010-03-22,SCHE,17.90981674194336,0.0,60200,0.4056795348741149,0.0,0.4056795348741149
2010-03-23,SCHE,17.996654510498047,0.0,93700,0.4848612903521232,0.0,0.4848612903521232
2010-03-24,SCHE,17.757854461669922,0.0,74300,-1.3269135587885228,0.0,-1.3269135587885228
2010-03-25,SCHE,17.65654945373535,0.0,44800,-0.5704799988829445,0.0,-0.5704799988829445
2010-03-26,SCHE,17.794036865234375,0.0,45700,0.7786765577231014,0.0,0.7786765577231014
2010-03-29,SCHE,18.061782836914062,0.0,66900,1.504694936328943,0.0,1.504694936328943
2010-03-30,SCHE,18.170324325561523,0.0,65600,0.6009455967194377,0.0,0.6009455967194377
2010-03-31,SCHE,18.199270248413086,0.0,439700,0.15930328117943482,0.0,0.15930328117943482
2010-04-01,SCHE,18.57555389404297,0.0,53000,2.067575460409987,0.0,2.067575460409987
2010-04-05,SCHE,18.807113647460938,0.0,137100,1.246583303727089,0.0,1.246583303727089
2010-04-06,SCHE,18.84330177307129,0.0,90700,0.1924172219549325,0.0,0.1924172219549325
2010-04-07,SCHE,18.69133186340332,0.0,70600,-0.8064929994654468,0.0,-0.8064929994654468
2010-04-08,SCHE,18.720279693603516,0.0,40500,0.15487302034840056,0.0,0.15487302034840056
2010-04-09,SCHE,18.82882308959961,0.0,80700,0.5798171703234933,0.0,0.5798171703234933
2010-04-12,SCHE,18.756460189819336,0.0,81800,-0.38431982411181176,0.0,-0.38431982411181176
2010-04-13,SCHE,18.705808639526367,0.0,40800,-0.2700485580987233,0.0,-0.2700485580987233
2010-04-14,SCHE,18.980789184570312,0.0,61600,1.4700275745518798,0.0,1.4700275745518798
2010-04-15,SCHE,18.82158851623535,0.0,76900,-0.8387463070522738,0.0,-0.8387463070522738
2010-04-16,SCHE,18.351228713989258,0.0,90800,-2.499044126059635,0.0,-2.499044126059635
2010-04-19,SCHE,18.242687225341797,0.0,58200,-0.5914671455471532,0.0,-0.5914671455471532
2010-04-20,SCHE,18.467010498046875,0.0,51300,1.2296613428391279,0.0,1.2296613428391279
2010-04-21,SCHE,18.343994140625,0.0,105600,-0.6661411571455278,0.0,-0.6661411571455278
2010-04-22,SCHE,18.401878356933594,0.0,58300,0.3155485978945105,0.0,0.3155485978945105
2010-04-23,SCHE,18.48871612548828,0.0,84700,0.4718962209744548,0.0,0.4718962209744548
2010-04-26,SCHE,18.517662048339844,0.0,109500,0.1565599398849482,0.0,0.1565599398849482
2010-04-27,SCHE,17.86639976501465,0.0,198100,-3.51697898808766,0.0,-3.51697898808766
2010-04-28,SCHE,18.011123657226562,0.0,71700,0.8100338854798661,0.0,0.8100338854798661
2010-04-29,SCHE,18.286104202270508,0.0,356200,1.526726206966078,0.0,1.526726206966078
2010-04-30,SCHE,18.061782836914062,0.0,71200,-1.2267313085123521,0.0,-1.2267313085123521
2010-05-03,SCHE,18.11243438720703,0.0,103800,0.28043494238811917,0.0,0.28043494238811917
2010-05-04,SCHE,17.42498207092285,0.0,134900,-3.795471672044992,0.0,-3.795471672044992
2010-05-05,SCHE,17.142772674560547,0.0,143500,-1.6195677861455482,0.0,-1.6195677861455482
2010-05-06,SCHE,16.43361473083496,0.0,164300,-4.136775054935882,0.0,-4.136775054935882
