date,BOND_value,SPY_value,VGK_value,SCHE_value,VONG_value,growth_portfolio_value,growth_portfolio_return
2020-04-06,163278.09094965857,319445.4357986285,124167.25708172907,67235.74771706665,218591.71710389497,892718.2486509779,0.05269410107260386
2020-04-07,163995.25011616072,319770.9813716451,124912.29667491817,67650.58733746629,218481.9254063134,894811.0409065037,0.002344292007795623
2020-04-08,164529.2674492554,330505.33045730414,126803.63314475227,68416.43797947055,225247.75533325353,915502.424364036,0.02312374625660696
2020-04-09,165917.80993798882,335534.6757869335,129984.46310595052,68384.54351083074,227031.85426994925,926853.3466116529,0.012398571478936304
2020-04-13,165856.7412955619,332471.2562388473,128207.80663278866,68575.99625595295,226345.62924505735,921457.4296682081,-0.005821759141476757
2020-04-14,165200.6635902613,342276.74478575966,130385.64676646829,69980.0667833817,235540.54934247534,943383.6712683464,0.023795175874845587
2020-04-15,166497.5902965797,335003.97595796006,125055.59145355485,68416.43797947055,232342.93882093247,927316.5345084977,-0.017031391626958103
2020-04-16,166528.1374365678,336620.176994814,125428.13579112878,68735.54131193022,234964.15907917658,932276.1506136174,0.005348352930802047
2020-04-17,166375.5427431484,345714.14587194653,129669.24649622302,69948.14587373161,238916.61712810054,950623.69811315,0.019680378488129646
2020-04-20,166543.35332207594,339623.3232626314,127806.59843129151,69182.29523172736,236171.84622056774,939327.416468294,-0.011883021291471563
2020-04-21,166329.75408010287,329311.27524754865,125198.88623219154,67331.47078450148,227388.68267009073,915560.0690144353,-0.025302516499752348
2020-04-22,166299.24539643872,336620.176994814,127204.81680527002,69118.46663293235,233825.09444027458,933067.8002697297,0.019122427733377245
2020-04-23,166894.28009686168,336595.99782314146,126431.11334815771,68767.45561132774,233976.0768649543,932664.923744443,-0.00043177626017132376
2020-04-24,167153.6936394296,341287.80502109154,128207.80663278866,68639.80502399027,237708.95151871516,942998.0618360151,0.011079153754476767
2020-04-27,166345.00842193497,346208.5575379764,129898.48378467058,70011.98108277921,240165.49499658984,952629.525823951,0.010213662548980817
2020-04-28,166772.2581809797,344616.6521054034,130528.94154510497,70139.61844961153,237159.94996679583,949217.4202478955,-0.0035817760037453183
2020-04-29,167229.99098613928,353638.1222783878,134483.51177488462,72181.89564195964,243857.15739124676,971390.6780726181,0.023359514218493693
2020-04-30,167153.6936394296,350345.52454615,132019.05754295224,70714.01634649358,244049.2444150014,964281.5364900269,-0.007318519461908757
2020-05-01,167712.92191300157,341070.69701734156,129268.08737668465,68320.70830178315,237448.1558644481,943820.5704732591,-0.02121887150431756
2020-05-04,167551.29357271164,342011.3560604035,129210.73510785883,69150.38093232986,239287.1829479433,947210.9486212471,0.0035921850551403622
2020-05-05,167367.84408871256,345171.3758625715,128752.23598998433,69469.4908750421,242237.69217090885,952998.6389872194,0.006110244369954554
2020-05-06,166679.55280271953,342831.4685429278,127921.21707551529,69214.20953112487,242814.1254982192,949460.5734505067,-0.00371256095441308
2020-05-07,166863.1048369158,346968.4355511014,130156.40947802072,69692.87114006696,245929.37609757154,959610.1971036765,0.010689884274271977
2020-05-08,166740.711176569,352709.416983119,132362.92574611327,71256.48672347298,249346.6346102949,972416.175239569,0.013344979216085795
2020-05-11,166128.90951890536,352781.83806552825,131646.53774635767,70841.65371332591,251364.03282984922,972762.9718739665,0.00035663396314045137
2020-05-12,166450.14801160447,345750.27879141225,129984.46310595052,70682.10204709606,246203.8876395341,959070.8795955974,-0.014075466145665683
2020-05-13,166541.9432568646,339635.31582129403,128351.07687044596,70426.81409292627,242855.29469331156,947810.4447348424,-0.011740982966246483
2020-05-14,167199.61049022162,343699.93936879723,127204.81680527002,70777.83172478346,245051.10711293662,953933.3055020091,0.006460005585694484
2020-05-15,167291.34164160848,345279.89105357707,127434.06636420728,69756.68651835684,247095.95863988777,956857.9442176375,0.0030658733674147065
2020-05-18,166878.4489101704,355797.09332461667,133193.9446605823,72437.18359612944,252750.11263930533,981056.7831308041,0.02528989706298823
2020-05-19,167337.22003607656,352142.5842346798,131216.70249240642,71767.05602156,251556.16291761547,974019.7257023383,-0.007172935908978384
2020-05-20,167627.78320104108,358124.77522038104,134282.8769979118,72692.47816055181,255645.8229075062,988373.7364873921,0.014736878942265275
2020-05-21,167704.2984669198,355652.28997066757,133079.33828684821,71926.62090829498,253601.01444456665,981963.5620772972,-0.006485577442472468
2020-05-22,167841.9464690987,356327.6767209817,132907.391914778,70554.45807001117,254657.7406932839,982289.2138681535,0.00033163327381258156
2020-05-26,167520.8105265968,360717.8070306321,136489.41780698372,72086.16596427225,255385.07031725076,992199.2716457356,0.010088737245273594
2020-05-27,168071.32562266444,366084.884546288,138151.4679064115,72277.63854015217,257525.95459007635,1002111.2712055924,0.009989928276621374
2020-05-28,167841.9464690987,365409.5366068433,139584.2929878814,71830.88462035502,258074.95614199567,1002741.6168261741,0.0006290175938479248
2020-05-29,168377.22004210894,367037.73020235985,139727.5632255387,73107.31117069887,260353.10695180544,1008602.9315925117,0.005845289223049832
2020-06-01,168841.7760246386,368521.2368765357,142879.76613428284,74543.29599752513,261725.47087356602,1016511.5459065482,0.007841157373545737
2020-06-02,168392.5769341382,371572.6250550898,144455.83691243068,76521.74459107821,263276.27052740316,1024219.0540201401,0.007582312414089021
2020-06-03,167288.9829870731,376517.59555451677,148467.69805858767,78117.28769438688,265389.7230248377,1035781.2873194022,0.011288828550767072
2020-06-04,167764.16214452972,375528.61697897915,148439.05873564383,77096.14248796026,263070.4030199356,1031898.3833670486,-0.0037487682002853573
2020-06-05,168040.04781252137,385153.1692524768,151104.06185112117,78946.94710442844,268491.25773649453,1051735.4837570423,0.0192238893962271
2020-06-08,168530.51976813402,389808.76590922225,152938.05832261915,79585.16698985294,271126.2369464458,1061988.7479362742,0.009748900115649661
2020-06-09,168944.42518276934,386902.10346287827,150215.7274792954,79042.69000262098,271290.8706628036,1056395.8167903675,-0.005266469307490529
2020-06-10,169971.37567620922,384743.21003838826,149556.65493689655,79489.43731216555,272910.3143511357,1056670.9923147953,0.00026048524620625457
2020-06-11,169986.66847436526,362563.14744076814,140787.85623992438,75436.77739610914,258006.31210750068,1006780.7616586676,-0.04721453604667969
2020-06-12,169542.17746341787,366905.1134614207,143452.8961668708,77128.05678735777,260998.11971759336,1018026.3635966606,0.011169861767586609
2020-06-15,170063.3247467651,370330.40555633657,144828.3812500046,76777.032545248,263248.8172200063,1025247.9613183606,0.007093723679400865
2020-06-16,169971.37567620922,377458.448651926,146404.4765691318,77191.87877590022,268957.8563022117,1039984.0359753789,0.014373181135682866
2020-06-17,169910.01220196538,375890.5283366782,146862.9756870063,77830.08544081957,269163.7238096793,1039657.3254761489,-0.000314149533000907
2020-06-18,170063.3247467651,376035.25406888843,145802.67040213093,77925.82172875953,269712.63923357544,1039539.7101801195,-0.00011312890617631854
2020-06-19,170523.17264974178,375623.4741592919,145028.95467452894,78117.28769438688,268916.68710711936,1038209.5762850689,-0.0012795412065789158
2020-06-22,170523.17264974178,376284.76914863614,148213.9684800569,79106.51199116342,272045.6966581789,1046174.1189277773,0.007671420900592363
2020-06-23,170308.5991808954,378017.05349604,147992.2656649366,79936.19123196269,273816.05817517324,1050070.167749008,0.003724092147513458
2020-06-24,170247.26134420084,368374.33773563587,143837.29379748832,79086.21920324644,267105.1563950326,1028650.268475604,-0.020398540908290852
2020-06-25,170538.4910854471,372323.5377573699,146087.92247602774,79032.41105987798,270747.0180163675,1038729.3803950902,0.009798385543050347
2020-06-26,170921.7083535732,363480.2870969383,143635.30926664927,78006.85020473605,264227.48994769336,1020271.6448695902,-0.017769532540303667
2020-06-29,171166.93151260488,368822.5256561409,145279.99662316125,78455.53431828301,266565.93037374713,1030290.9184839372,0.009820201967513986
2020-06-30,171044.30711431438,373546.9727953054,145222.28851013433,78038.90331943748,271421.6345340357,1039274.1062732274,0.008719078881631592
2020-07-01,171556.57098683,376163.6404250566,146318.73038715604,79128.56379372971,275369.44166970655,1048536.947262479,0.008912798782669151
2020-07-02,171121.13003078467,378235.1317715264,147703.73737029172,80987.39325681525,276868.73676566663,1054916.1291950848,0.006083888554676564
2020-07-06,171290.1199369799,384074.11064892635,150329.45037777157,84512.75993578801,282522.20174089854,1072728.6426403644,0.01688524134982261
2020-07-07,171505.18051926294,380112.80163592123,148021.1258566949,83198.74748934346,280651.4795448636,1063489.335046086,-0.008612902860071991
2020-07-08,171489.82362723365,383020.12386704603,149925.48131609347,85442.18127758335,284062.85982000316,1073940.4699079597,0.009827211724150242
2020-07-09,171843.16033165337,380839.6127882677,147761.43321282894,85506.26767622851,285493.3816894335,1071443.855698412,-0.0023247230917385897
2020-07-10,171797.1024743402,384728.2290427773,149175.3126582126,84993.49055378383,286139.8801636217,1076834.0148927358,0.005030743482877353
2020-07-13,171827.77780207482,381396.89806282014,148309.6664218295,84416.61381218885,280376.38663874444,1066327.3427376577,-0.009757002481134092
2020-07-14,172181.11450649452,386339.3458557322,150791.1152819869,84416.61381218885,283787.70231786655,1077515.891774269,0.010492602588513034
2020-07-15,172242.5677121609,389888.7551111759,152580.0913268007,84544.7998299843,285066.9403145359,1084323.1542946578,0.00631755185455285
2020-07-16,172319.3649910819,388604.6974951465,152089.56623082704,83391.05295704691,283031.13223002135,1079435.8139041236,-0.004507272920602046
2020-07-17,172196.4970360731,389731.3382246528,153012.88376876802,83711.54444254584,284076.5757076987,1082728.8391797384,0.0030506911417962357
2020-07-20,172595.93005412992,392880.956713806,154253.5897931122,84897.34443018466,290913.0306136675,1095540.8516049003,0.011833075800278925
2020-07-21,172595.93005412992,393716.8264093305,154628.6863925423,85634.46691452911,288120.71703732514,1094696.6268078568,-0.0007706009281230886
2020-07-22,172826.3603472169,395957.80482272484,155580.91320420033,85217.8359156836,290115.18367070094,1099698.0979605266,0.004568819369850541
2020-07-23,173010.69432666674,391233.4741161687,154109.33791627942,84608.90605938717,283292.53078045085,1086254.9431989528,-0.012224404849390136
2020-07-24,173195.04112489123,388713.75603832444,152984.0235770097,84448.66692689028,281875.7678627277,1081217.2555298433,-0.004637666047598299
2020-07-27,172964.57237548032,391548.3855109537,154715.24242683782,85698.5665336794,286084.8443567932,1091011.6112037445,0.009058637959955318
2020-07-28,173148.97044880342,389065.1496504003,153936.21357719868,84833.24481103437,283264.96981302503,1084248.5483004618,-0.006198891775148763
2020-07-29,173579.06597582018,393850.10293505044,155955.97299216138,86115.2041427775,287199.0179969887,1096699.364042798,0.011483359384573344
2020-07-30,173579.06597582018,392444.8389737026,153791.93715938655,85153.73629653329,288079.3971181922,1093048.9755236348,-0.003328522509310705
2020-07-31,173748.0815195647,395546.0603086413,150531.4471791003,84576.85294468574,292494.8794198703,1096897.3213718624,0.003520744206712223
2020-08-03,174225.76761914184,398295.9268423735,153503.42113523136,85153.73629653329,296511.45978207095,1107690.311675351,0.009839563004849117
2020-08-04,173969.78222711582,399834.35089683294,154022.7818819839,86179.29715167523,296979.13494807825,1110985.347105686,0.0029746901237688306
2020-08-05,174077.54966558833,402317.7420008642,155003.81980344147,86980.51925516997,298671.0338359322,1117050.6645609962,0.0054594036466020235
2020-08-06,174092.97065149085,405006.9859565025,155176.93187203252,87204.85800681716,301724.745962704,1123206.492449547,0.005510786649028043
2020-08-07,174108.34036229478,405297.718179615,154397.85394043464,85281.93553483389,298712.3106910536,1117798.158708232,-0.004815084116474577
2020-08-10,174108.34036229478,406509.19946975727,154657.57112527997,85313.98864953533,297460.56906579266,1118049.6686726601,0.00022500481188725274
2020-08-11,173338.56012585925,403153.5728855191,155263.48790632805,85025.5370582327,292962.5761178834,1109743.7340938225,-0.007428949546309793
2020-08-12,172984.5055700592,408774.55110917153,158639.4309241372,86115.2041427775,298932.4323863617,1125446.1241325072,0.014149564044627638
2020-08-13,172938.28106867563,408035.51453294564,157889.18864331822,85762.67276308227,300418.01159462624,1125043.6686026482,-0.0003575964421835831
2020-08-14,172938.28106867563,408047.66233508615,156273.37374905424,85794.71926753114,299867.80425038206,1122921.8406707293,-0.0018859960649831864
2020-08-17,173123.02524891423,409343.82894238655,157658.38073218992,86724.1339990739,302962.7286362578,1129812.0975588225,0.006136007546150957
2020-08-18,173076.83920385456,410228.25103560335,157485.2563931092,86980.51925516997,305149.8421255391,1132920.708013276,0.0027514402272470484
2020-08-19,173138.42059726742,408520.1070490026,156763.91111551758,86019.05140892576,303788.07195063285,1128229.5621213461,-0.004140753945751863
2020-08-20,173215.42297658283,409792.055673761,156446.5226291144,85890.8653911303,307240.6644848763,1132585.5311554647,0.0038608889364042387
2020-08-21,173523.34276242182,411245.79441106226,155234.62771456977,86307.50300022839,309221.45829456823,1135532.7261828505,0.002602183187329965
2020-08-24,173538.71247322575,415412.95627567446,157542.9767766258,87333.05063486518,310748.33588995994,1144576.0320503511,0.007963932398408424
2020-08-25,173092.24737098243,416866.6562021063,157687.22865345856,88230.43208246423,312715.3492159389,1148591.9135249504,0.003508619228558718
2020-08-26,173138.42059726742,421046.0823014673,159101.07128737314,88198.38557801537,319414.21460483654,1160898.1743689599,0.010714215117745729
2020-08-27,172722.73337295593,421966.67612501926,157225.5882902226,87653.54873061668,318946.4963748176,1158515.042893632,-0.002052834200228837
2020-08-28,172938.28106867563,424692.28586534003,158466.29431456677,88807.30221380664,320913.5958288198,1165817.7592912088,0.006303514522639775
2020-08-31,173215.42297658283,423153.8230000112,157023.57921840416,86916.42624627224,322261.5639880074,1162570.8154292777,-0.0027851212902307854
2020-09-01,174002.97721319538,427139.34999555827,156850.430338344,88550.92356796315,327268.5520210568,1173812.2331361177,0.009669447708171797
2020-09-02,174017.62189410516,433317.4970611547,159216.49978391666,88422.72432966255,330913.7268151884,1185888.0698840274,0.010287707358140441
2020-09-03,174033.05569878232,418405.11906743515,155119.19921802622,86692.08749462504,314888.68222150725,1149138.143700376,-0.030989371692764722
2020-09-04,173415.93424963945,414988.98633771145,155782.87319406,86756.18050352277,309524.0906361075,1140468.064921041,-0.0075448533554165476
2020-09-08,173647.37722592367,403650.31320371653,153474.54867298334,85057.59017293413,297749.48551963636,1113579.314795194,-0.02357694261935228
2020-09-09,173246.2521296132,411621.2895730718,157139.0077149477,86211.3436561241,306167.7676998022,1134385.660773559,0.018684206595730224
2020-09-10,173477.66946834812,404474.0739079699,154974.95961168318,84929.3975448861,300404.27417492494,1118260.3747078122,-0.01421499462074538
2020-09-11,173755.3497647906,404679.926759577,156359.9175128601,85698.5665336794,299310.5779890147,1119804.3385599218,0.0013806836824679092
2020-09-14,173693.6401836312,410010.1339492474,156879.3150710817,87044.61887432027,304115.59529087855,1131743.3033691593,0.010661652574583735
2020-09-15,173570.25947763646,412081.62529571727,158004.60486937204,87941.98710141417,307697.4875199597,1139295.9642640995,0.006673475223980763
2020-09-16,173601.10144944148,410446.2128784814,157860.365263029,87749.68824396328,303757.4319063774,1133414.7997412926,-0.005162104235667764
2020-09-17,173415.93424963945,406836.2198558133,158177.7537494322,87429.20997896949,299927.59863049263,1125786.7164643472,-0.006730177935462378
2020-09-18,173462.2484824456,403855.32587762154,156908.17526284003,86756.18050352277,296194.18567658676,1117176.1158030166,-0.007648518618493805
2020-09-21,173323.38269667508,397676.73823103507,152987.87199523314,85987.0049044769,296690.15389821713,1106665.1517256373,-0.009408511271138398
2020-09-22,173385.06664028513,401726.80770249135,151665.0440989129,85313.98864953533,301305.19482966297,1113396.1019208876,0.006082192237421236
2020-09-23,173169.09592500204,392410.3361107541,149459.85304370723,84064.07582224107,293383.7852153712,1092487.1461170756,-0.018779440459454455
2020-09-24,172906.84943323673,393456.3666643955,149546.8753566111,83743.59094699471,294017.4721461076,1093671.1545473456,0.0010837733281148232
2020-09-25,173261.69875306502,399817.2741142713,149982.10962602738,83615.39170869411,300519.96564209607,1107196.4398441538,0.012366866622175898
2020-09-28,173415.93424963945,406458.0079329417,152767.63349127088,84480.70682108658,305755.0422126002,1122877.3247075388,0.014162694440737367
2020-09-29,173570.25947763646,404244.4688042543,152622.54722113902,84448.66692689028,304956.01100931456,1119841.9534392348,-0.0027032082681824887
2020-09-30,173446.78904021916,407309.36316537997,152129.27353547412,85762.67276308227,307077.58107293624,1125725.6795770917,0.005254068326148165
2020-10-01,173833.21818052122,409924.323116875,153318.90978171534,86627.98126522217,311238.0382979021,1134942.4706422358,0.008187421884705115
2020-10-02,173292.20743672916,406032.29150585306,153260.90717693578,85634.46691452911,305135.0927015651,1123354.9657356122,-0.010209772923614802
2020-10-05,173029.4353752033,413232.4840077656,156017.3990635653,86627.98126522217,311031.43870223727,1139938.7384139937,0.014762718093761062
2020-10-06,172843.94770603505,407357.9931848113,153870.23515411856,86916.42624627224,305755.0422126002,1126743.6445038375,-0.011575265815174207
2020-10-07,172998.4780344264,414448.7002239818,155175.9256918777,87621.50222616781,311816.68942181,1142061.2955982639,0.013594619476350767
2020-10-08,172751.15259635233,418121.8385312587,156626.7147702584,88326.58481631595,313139.18521813443,1148965.4759323196,0.006045367582866001
2020-10-09,172689.32764622112,421855.6770383684,158135.53099439802,89031.65418595896,318002.2963884187,1159714.4862533652,0.009355381468118873
2020-10-12,172952.09970774702,428642.3785370717,159209.10067863172,89864.92279390257,324849.215849207,1175517.71756656,0.01362682927610015
2020-10-13,173292.20743672916,425844.96868825296,156684.72964552764,89576.48442310508,324628.7927058177,1170027.1828994325,-0.004670737484496201
2020-10-14,173415.87015576623,423169.23091518617,156249.50764660107,89031.65418595896,321887.29466316674,1163753.557566679,-0.005361948358504676
2020-10-15,173384.98972763724,422646.2932601044,153841.21544599425,88326.58481631595,320220.32983803086,1158419.4130880828,-0.0045835687838837735
2020-10-16,173354.04520563502,422390.878928199,154972.82454647656,88775.25570935778,319214.6559750688,1158707.6603647373,0.0002488280784989083
2020-10-19,173168.54471769213,415969.0772241431,154247.4545482656,88486.81733856029,314447.9651267634,1146319.8589554243,-0.010691049893821858
2020-10-20,172782.07148080526,417635.3442825983,155466.12277312085,89448.2851848045,315439.88003801834,1150771.703759347,0.0038835973826534254
2020-10-21,172720.29780577266,416844.7668717318,153783.15148876625,89608.52431730139,314434.22770706203,1147390.9681906342,-0.0029377986595158223
2020-10-22,172503.82715827823,419131.3092458703,153841.21544599425,89608.52431730139,314172.44158052816,1149257.3177479724,0.0016266029706346607
2020-10-23,172797.54374180635,420554.34858543,155262.97254576095,90025.16853665204,315563.8828594288,1154203.9162690782,0.004304169696999427
2020-10-26,172859.3815107122,412782.51078726555,151577.99724502966,88903.4483374058,310494.1720934797,1136617.509973893,-0.015236827779992801
2020-10-27,173230.36966782334,411359.5490694447,149633.92221049435,89416.2254598505,312161.07232259825,1135801.1387302112,-0.0007182462319276217
2020-10-28,173091.28596288376,397299.5742016388,143859.7978755856,87236.90451126602,300106.6157267258,1101594.1782781,-0.030117033066504484
2020-10-29,172952.09970774702,401337.5734926936,144353.08383174016,88070.1797294622,304225.8606925877,1110938.7974542307,0.008482814597601918
2020-10-30,172318.35230788466,397153.7229542144,143888.8175837099,87301.01074066889,297902.47042085556,1098564.3740073335,-0.011138708518645513
2020-11-02,172735.73878896362,401605.21324847837,145948.93463927336,88454.76422385886,298425.9565459002,1107170.6074464745,0.007834072943533776
2020-11-03,172566.17767817003,408695.9202876489,150272.28216629114,88486.81733856029,303950.3156143467,1123971.513085017,0.0151746311955403
2020-11-04,173588.57750660958,417829.903171193,152361.41892997894,91307.1014273849,317341.0915542681,1152428.0925894345,0.025317883214238668
2020-11-05,173573.04115173523,425978.7109444064,156075.41393883456,92813.40612102779,324174.1444033203,1172614.7165593244,0.017516601772985085
2020-11-06,173774.46255779194,425881.5673381522,156597.69506213407,93358.22974792133,324739.01504351525,1174350.969749515,0.0014806680878822753
2020-11-09,172798.54360622898,431233.00407341635,161182.17088031193,93967.16621447032,319269.7348459089,1178450.6196203365,0.003490992025745099
2020-11-10,172999.90091841243,430600.5033338537,163532.46047613918,92781.36622683148,314571.94641616807,1174486.1773714048,-0.003364114017954223
2020-11-11,172953.4328603105,433799.33400548005,164954.21757590587,93165.93089047044,320674.93507651665,1185547.8504086835,0.00941830840617941
2020-11-12,173464.63277453027,429590.9938083726,162720.01908306556,92589.06736938059,318580.9259803208,1176945.63901567,-0.007255895567646831
2020-11-13,173758.96465924155,435538.5266876475,165273.38528331456,93550.52860537222,321060.70249245525,1189182.107728031,0.010396800248646088
2020-11-16,173758.96465924155,440975.1144705033,167014.34690195904,94800.42160190878,322741.42626929824,1199290.2739029108,0.008500099445821307
2020-11-17,173820.93061589389,438603.4598596426,166985.31492334502,94608.14918546815,322479.6616747702,1196497.5162591198,-0.0023286753045218545
2020-11-18,174006.80284830157,433324.8323154823,166056.81923875355,94383.80382356839,319324.8567807606,1187097.1150068664,-0.007856599052243785
2020-11-19,174409.55592899246,435149.2536669803,167217.46031784985,94608.14918546815,321763.29184175626,1193147.7109410472,0.005096967937745944
2020-11-20,174502.5176827456,432169.5491643157,167130.36438200783,95152.97281236171,319545.3014561557,1188500.7054975866,-0.00389474446528959
2020-11-23,174564.49645817257,434760.058268052,166956.3197562001,95313.21855511116,319848.38596981677,1191442.4790073526,0.002475197108557259
2020-11-24,174270.1645734613,441765.6918813698,169538.6933940837,96499.01854275,322672.52385073365,1204746.0922423985,0.011165971894950166
2020-11-25,174270.1645734613,441084.6387441147,169567.70083171834,96018.28792475417,324353.24762757664,1205294.0397016252,0.000454824018733202
2020-11-27,174455.99834954506,442313.0415733409,170351.1593281367,96787.47013405262,327053.42575109465,1210961.09513617,0.004701803251219605
2020-11-30,174579.9687191737,440354.87796568946,167478.60087949963,94383.80382356839,327866.30203411065,1204663.5534220417,-0.005200449245993499
2020-12-01,174857.7715631018,445171.1904328619,171714.87701165475,96242.63328665395,331034.82281581574,1219021.295110088,0.011918466070680811
2020-12-02,174424.75899572592,446107.7355237613,171569.77847103318,96082.39415415704,330456.2362879252,1218640.9034326028,-0.0003120467862302023
2020-12-03,174781.74905092057,445986.0634480094,172092.0841353121,97011.80227544725,330194.47169339715,1220066.1706030865,0.0011695546788796918
2020-12-04,174424.75899572592,449829.34860699164,173629.90779708634,97813.03098919455,332247.20393447165,1227944.25032347,0.006457092172705181
2020-12-07,174611.0157913731,448905.14537258004,172614.35298812191,97748.92475979168,333418.20053797716,1227297.639449844,-0.0005265799920930458
2020-12-08,174673.07147944797,450218.62162765884,173223.6809653047,98069.41624529062,334575.41665776976,1230760.206975472,0.0028212940482637006
2020-12-09,174331.63059790235,446180.699958343,173136.65865240083,97011.80227544725,328734.17105994344,1219394.9625440368,-0.009234328805092451
2020-12-10,174688.59501554767,446034.7322783101,172962.55267414462,100147.87658526252,330304.6724990889,1224138.4290523538,0.003890016486881809
2020-12-11,174890.42662239313,445511.7170014895,171801.923865538,97579.4775454678,329202.5998461538,1218986.1448810422,-0.00420890648396699
2020-12-14,175154.30109853882,443517.10998741665,172005.03728142884,97155.35713046293,330786.88176901214,1218618.6872668592,-0.0003014452754250829
2020-12-15,175107.74330901436,449513.23407525336,174355.3146067664,98101.45613948691,334396.29190150753,1231474.0400320285,0.010549118357934706
2020-12-16,175123.24120756477,450218.62162765884,175196.75116698493,98721.32596378309,336049.4762429305,1235309.416208922,0.0031144596249821355
2020-12-17,175262.95303246213,452736.24391855235,176647.55251585532,99471.68217376835,340115.08498234104,1244233.5166229792,0.007224182295513248
2020-12-18,175185.32253318894,452937.84465130157,178032.78566865702,99341.1891778267,338874.02323195763,1244371.165262932,0.00011062926541827167
2020-12-21,175262.95303246213,449316.2689127523,175617.7201577396,97905.70673019561,338860.2427482447,1236962.8915813942,-0.005953427633444419
2020-12-22,175511.27833495883,448558.991227881,174078.63960516508,97253.2285299823,340379.4980135827,1235781.6357115698,-0.0009549646782970322
2020-12-23,175247.4038588131,448962.0032963365,176399.70089454323,98231.95574568112,338501.1104234825,1237342.1742188563,0.0012627947059498101
2020-12-24,175495.78043640841,450708.6088545705,176840.39553187296,97448.97132902103,339771.7786818429,1240265.5348337158,0.0023626129261333784
2020-12-28,175511.27833495883,454580.6140569519,178044.98950505015,97612.0925316375,342824.22042027244,1248573.1948488709,0.0066982914398801
2020-12-29,175619.9302688821,453713.38517890516,179337.734676183,98786.5757668802,342105.9988347596,1249563.62472561,0.0007932493511997318
2020-12-30,176037.4833940315,454360.7504814704,179102.6689051312,100091.55199806452,341525.9481304746,1251118.4029091722,0.0012442569172126383
2020-12-31,175931.04192960865,456669.22099685285,176987.28556398975,99993.66737804002,342271.7522154191,1251852.9680839104,0.0005871268243118344
2021-01-04,175822.13362019238,450452.18544005917,179278.99584202186,100417.79440329746,337741.4181947961,1243712.527500367,-0.006502713011099948
2021-01-05,175604.3554576838,453554.5322902121,180894.88435922397,102668.86964350578,339523.14861085365,1252245.7903614794,0.006861121579488039
