date,BOND_value,SPY_value,VGK_value,SCHE_value,VONG_value,conservative_portfolio_value,conservative_portfolio_return
2020-03-03,630000.0,310000.0,20000.0,0.0,40000.0,1000000.0,
2020-03-04,628984.6783973033,323030.24056701816,20690.83675005119,0.0,41673.313178179684,1014379.0688925524,0.014379068892552471
2020-03-05,630563.6927964066,312292.1764186882,19992.40865704317,0.0,40269.00293714502,1003117.2808092829,-0.011102149510601178
2020-03-06,634624.3616438736,307129.6160138822,19719.1154024013,0.0,39676.27705877825,1001149.3701189354,-0.0019617952237448444
2020-03-09,638290.1225007348,283144.4792831891,18018.59895385077,0.0,36856.26255697234,976309.4632947469,-0.024811389354654878
2020-03-10,630394.6229613812,297795.7797923015,18656.294667138834,0.0,38862.41389216305,985709.1113129846,0.009627734208902172
2020-03-11,621145.709654151,283278.7627353556,17585.88095285424,0.0,37075.11745260581,959085.4707949668,-0.0270096321647616
2020-03-12,595147.0064617181,256175.41251641914,15593.094528335056,0.0,33669.209895607455,900584.7234020797,-0.060996385801149744
2020-03-13,607046.5015377251,278074.8946284894,16564.814239919648,0.0,36635.11809138865,938321.3284975227,0.041902337575623116
2020-03-16,597233.8479292174,247646.94280312798,14613.781837728337,0.0,32600.01302686351,892094.5855969372,-0.049265365175707565
2020-03-17,588830.6638360801,261017.87165072976,15224.899670341023,0.0,34175.3089259674,899248.7440831184,0.008019506677527932
2020-03-18,569712.4711143994,247801.7631346763,14101.349827489184,0.0,32415.358133777994,864030.9422103429,-0.03916358193937086
2020-03-19,568866.5518808233,248328.3694950016,14446.765748416841,0.0,32759.597487860883,864401.2846121027,0.0004286216889552996
2020-03-20,577495.0990808335,239166.59215123474,14249.384287278013,0.0,31378.08605230232,862289.1615716486,-0.002443451991631318
2020-03-23,587984.8396122457,231551.15941004027,14280.76471327833,0.0,30771.683761583994,864588.4474971482,0.002666490578762337
2020-03-24,586123.6937857145,252530.4255654959,15459.056607122888,0.0,33596.26304861981,887709.439006953,0.0267421934409795
2020-03-25,593624.4753539452,256310.84897483245,16043.644004953678,0.0,33897.1800070302,899876.1483407614,0.013705733880016835
2020-03-26,598305.3202891493,271276.8199279153,16830.730476157987,0.0,35973.56053427366,922386.4312274962,0.025014867799574958
2020-03-27,601745.3380001716,263196.685832049,16272.89274585828,0.0,34682.17951986857,915897.0960979474,-0.007035375749091299
2020-03-30,602478.5281754405,271744.1216625886,16544.172004125176,0.0,35944.76251005051,926711.5843522049,0.011807536349150105
2020-03-31,598756.3790369903,267693.710978905,16536.528307078985,0.0,35379.80574183233,918366.4240648067,-0.00900513215579557
2020-04-01,601857.0295521014,255646.16593889098,15810.571779460688,0.0,33922.79950526628,907236.5667757193,-0.012119190115667755
2020-04-02,602205.7077026811,261545.29681259266,16112.419281651175,0.0,34474.03679712131,914337.4605940462,0.007826948425991187
2020-04-03,600905.1668559572,257764.8901134916,15776.188231275171,0.0,34018.86096048177,908465.1061612058,-0.006422524161948995
2020-04-06,605089.395872264,275078.0141599301,16555.634277563877,0.0,36431.95285064916,933154.9971604071,0.02717758869521192
2020-04-07,607747.1033716544,275358.34507002775,16654.972889989087,0.0,36413.65423438557,936174.0755660568,0.0032353450550408613
2020-04-08,609726.1087825346,284601.81233823416,16907.15108596697,0.0,37541.292555542255,948776.364762278,0.013461480642477097
2020-04-09,614871.8838878408,288932.6374831927,17331.26174746007,0.0,37838.642378324876,958974.4254968185,0.010748645427203218
2020-04-13,614645.5706835529,286294.6928723407,17094.374217705154,0.0,37724.27154084289,955758.9093144415,-0.00335307813939989
2020-04-14,612214.2238933212,294738.3080099597,17384.75290219577,0.0,39256.75822374589,963594.0430292225,0.008197813944942567
2020-04-15,617020.4816873247,288475.6459637989,16674.07886047398,0.0,38723.82313682208,960894.0296484196,-0.002802023736380721
2020-04-16,617133.6857943395,289867.3746344232,16723.75143881717,0.0,39160.69317986276,962885.5050474426,0.0020725234391889558
2020-04-17,616568.1878128441,297698.29227862065,17289.232866163067,0.0,39819.436188016756,971375.1491456445,0.008816878075014412
2020-04-20,617190.0740759284,292453.4172539326,17040.87979083887,0.0,39361.97437009463,966046.3454907946,-0.0054858348595151485
2020-04-21,616398.5004144988,283573.5981298336,16693.18483095887,0.0,37898.11377834846,954563.3971536397,-0.011886539802933638
2020-04-22,616285.4388220963,289867.3746344232,16960.64224070267,0.0,38970.849073379104,962084.3047706012,0.00787889797512431
2020-04-23,618490.5674177815,289846.55368103844,16857.481779754362,0.0,38996.01281082572,964190.6156894,0.002189320528725336
